idx,word,url
36,doctor,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSYGl0vUL7Fb96irPukjL2ylqz_bRFJ9HyAW968glkyLiNthrY9mhZz5SlwGg&s
37,dog,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRKY09SOJjsCOG_q6ilm-rbUJjcLaYfkDQZBzifN0k0s4cuqf_XoLOscNmTsco&s
38,eggs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQos9X5vD8OOluVuxJUKbaoY9-X6pbZb5AGmhoLKFwjl2ojOUtyNq8OUy6rprs&s
39,elephant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRGBTYq1-ugPMss4DTLjNfbQqdJJaEj9H_1gjL51YodUpkVyhnejYy-T1Ff9VU&s
40,everyplace,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1uormn44MOHeUajyLVRi-vOOdosn6U4X7yX4wrR1adRW0ySGof-pgj0ySGg&s
41,farmer,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXqiaOXsfBS5QD_mBlMfz3THnDT7a--4_6jDv9ti4cxCbCOcZYedNuefk-PQ&s
42,father,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRolxRe01nv0cQrmF66K7u-GcZ3qZ3JmeUjKukDLyQarBh9_UIiMnDdWNMUA&s
43,firefighter,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdOyDMBOXgqcDD4QbCg5EOFsD2XOyxt1VsfCWI10q8ELMsERTFzMJijEKS8NU&s
44,fish,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwwUkWlK5klmUKekYNIPsEoEciDMEAiXWMfGwrIFR4lxsiF4xwovvv26hI3ek&s
45,fluffy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3-J-hVEDh6sLHy70rH8wqoMIKNEy6KbShXW6efWJD44WdEvIAsmoQ5pXOCQ&s
46,frame,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ1vUMvw9fVvUYW8LyIqUVP0Unk9JjGIb2nvFzxLDk_ukQh4KfUR7uN8ipm-74&s
47,frog,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcToDA_MSJgi81bt15QdFKtyfchzJ_oywC6j6w-0NdIhJv5N57sAmKrqD31S3g&s
48,frozen,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQW2TYBKkIGLBnz7-8qGYAJ0UMdGKMh2NAlBB_WHg16E7RV_l5j3XTmaejge0&s
49,gentle,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTT6jhALkuF77NmwvTCdAcy7Mg4v1g5ViKhggrfxxCysITlr215pH_TLe03heE&s
50,gloomy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTExeIKekhQpkkmrDNRiRLLQo_6523XkTzeVVOaUiivj4-d-1r2FtJe7Y9Icw&s
51,glue,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSgXi8I_Rjj-vbwpCvGhb98KCarij5h6ayqGtkzwTZiIwmxRqokskuw5jtoxgc&s
52,gold,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSa-tG_zSSd8fas0WdfgdkgHr7XD2iFWLXcOaPMddZEb6om3xlVyQs3KvDUeCA&s
53,grab,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTV5EWRvdCkEMQaJYinTK6PDlPDgxF4dQUzKIf2P5sZO1l_oDqBCTYRSZrM_g&s
54,grade,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSYLJlk9rlcmaceCUd8YRuV9Bp5tzAru2LyEvfTfocFbgNtFGPwhs6gnThLGA&s
55,grandma,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTURuVFTINpwnYCKgn0ZhRqa846zx2dUaSKZzZ-fY55F5XSY1qzO8xs2La0DA&s
56,grandpa,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR6gwmDzDSbSQDHqVxykblUtL2oAOKLB6O8Mka3846dqWi_4hUrmQ6fXqRMuw&s
57,grouchy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQUcu8jySuNl4CpzLM8fIPfDwiLm5_HWM9kZsqB_9m4NRmRIi4OxacQA9MgQ&s
58,happy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTyINumK_DzmtSLWY9eCQ6874oTEmIO7asdxu3_GUdtmrmbWlsSsDVk5QyX2Q&s
59,healthy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7kWUGb0tMIBgMTqKLIxtt0lbaCCqM_4Fgj5CN89T5n2APvKvXZkhDa2fRorg&s
60,helpful,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOeDzjOfshRKbIM-ZGQly3f20HOHXoOveQYTrgsGBdsLllPdcjVAOLZw7kWg&s
61,highway,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmqodcHNJ7HyLrneI_MReFgp7_q2OBvQ5f8ClWF3zXUsDZGzXQ1eipe3w3Ug&s
62,hopeful,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQu4FBczg5o1tLlj_a-XP2WQJOm-7HOGBzMgK3vRdqKxsoQ3khPgqnCqxWktA&s
63,horse,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqH7waqxWijD8jGCpfQjzc8ID1VPKhWBmAi-epHfVNvs7O-38Uo25CmT_-dig&s
64,idea,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRGgg9-nD2kZfSQ_xXaZLqiqcM9C2X4waNOoubhDjyzlUo0v0XUGFwxiTuKrbI&s
65,illustrate,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRrzleRfXm7EHA2LTVSDNgQYU2lLYWLdVHzHAALsdVAoxea5qYNcqyxZNp1w&s
66,image,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQgGUDm5DeDs2fGeE8UedTyjOwhiYO5JUjlw-SjTdz8E08XY8CSi-R6LABkMg&s
67,jacket,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS6-FcP-1HEUuafYZGaNFi877DbfVCYmzSpG_G_CZSRNn_osKtVdWFi1TIoyoY&s
68,juice,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSc6XL0-ONSm38crcmomxyEb-zdovYb7Sg_mcUqYyU-rhMYddc-cm5sY5BaZg&s
69,jump,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR0-ABg-pXFkVCrEX66UbsVF6AJ791VhGUe74E1T60TjIn1vnhbhm19YjISslc&s
70,kangaroo,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3jsmyi5bOswGOOXeSvP3KnfroB7N8ASP4vnA3mqPAI6UcdtbOtmWK9R9lUQ&s
71,keep,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQrULbwnUNeqpqfjFh3Ep1xEJqEy-Z4ZpCwXxKorOdVbLWyjhRTLviamXhuYg&s
72,key,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnzJUjT8WS26rE6FhHv-RL9d3Vegie1nkqIDUZmocHnqp8yErfjTc-1ht7X84&s
73,ladder,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3Wz6egdzCiJlafhGJ5iLiofPtXUekThp3jsoY1LS_ROcFuXp6CtG4YWDQ3uk&s
74,lantern,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9zdoPvUAIOuGiY6MLwE4w-5I8HSFtGs1ly4PW6jjcCq-Yjzmh99GqX5ju0g&s
75,later,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiH3NjZusxrWCCHYHPj-BB89BCqBizGWGb0iR9c1PoM-ZicgQ0Xxbe9pO8vA&s
76,laundry,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQrzsjrKIM5jYhyyhlX9VufNuN4DRzzlDlsAu83lVFXvQc5VKs9BaqHDgMx4vE&s
77,lazy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDJVQ7k74RXodB6mweCA2_5JTk8q5YwFRkg3m3PAvHOkh1xdBaw51KmYaEPA&s
78,letter,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMR6DWzL_ystkHNiza1JMBgcFAIVk47CQVRpze7MvQesyi-E0QZXCF2qmmxg&s
79,light,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZi67jfN5HlOBljprGtVOFvWUQle0vnGyzMcqIBHzMmi6eirmOKpxWC68Bf2A&s
80,lion,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdfoUTBPcQNCNzIRxT9yNdSD_hLcifmw4ZjF7v2sTDwLIN7TIiwZoDxCUOZQ&s
81,locker,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzRlrt8RgZMz1ejbHv_lGiYL7H5mw1RxHvMHIWxlfSEXtfI_pnpX47b5wErZ8&s
82,lollipop,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcSNnFtrRtUaTVENvGCIDUSjCrdZM_uUclSJ4wQm2_g3kyHmWxGcg0HuPfl20&s
83,loud,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTl6maJ0zOpKGgrSnAJjcMe-cDk_Xr37joTjx6DQGKnyXfmyXXVAD-TGGH7lQ&s
84,milk,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC9PWMcQ2ipAO81QGgWBWs2nSjNOylxcjAp4IbA46GGcQ2x7QKijg9jwtDg7E&s
85,mittens,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYKSiCzDR6cBIvJn9tX9fEomrs2UW7GmVx-xiie8_32GBgQwJt-oJimvHrQJA&s
86,mom,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmMqVqxpJYJXs8VAT1a_EgSJ_agnDjH_i206hcw5FpkUaDTb47AQVnLwUfcA4&s
87,month,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWYi68d8oKKnibMqdhiwlxnOEksCWu32c0ikJGNvFZkQ1zephLtilEeMxydg0&s
88,morning,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIhOk9UVkmNHfqcUA60eEvgBchohVBGuQclYBKWKlu8D1a-j7YfT4cKNjNs5k&s
89,mother,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdiwCAeEUrkSQjVTnwoiOdfpH226gRRdijtRJZnILxnxAU3Mpp6MzUOcHJ2w&s
90,mountain,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSQgsXt6XNrZu481VSOGVeQX5wU0_B49vrqTyYrvoMMlBuXk5qCiY3mzElsc8&s
91,musician,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSA3Fk4c1EaliKmcfOC1w5CS-nWH5XCE9C1zV47ZyaIZsuRP-n11TFyi_2vbk8&s
92,narrow,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYoizaVjG4sqEBbkeoVfT3p-LsslrO4EIFSQ4rI4tZbIyGQDkfGpeTREqzSr0&s
93,neck,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDnxx60ESoNtSxExaUTWqpeyVeH9UkRMU2fbdqkXUF0yIbg5A6t6dWGkz7CFg&s
94,next,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcTOfE7UFUnYmZpYb1CmMSsrjKFGXjBrcmF2rVewk7uoZQ9W6z3SHwZHUdV1Q&s
95,nobody,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTf25rzoqNsogPgRneDALlRAuwh_vQMtOUk21DZA7AfbchqU-XGqABZfHYbuaY&s
96,noodle,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWp9qBxt72GGGYj0hzpHP7fHxlTBGyAfCz2L7Eb3AjcMM8DNsqGNMRMgFYunY&s
97,notch,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQi3RwI1JcrdE-KzSDSXL2DI2e_glw8Xbhfu4H5CTRSzfq0EyzU6292k_XFVw&s
98,note,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSUsiPlO0LJcdBAiNcWtM7cCbAoBoo7aQifDGpO36ptppXDjt7xdQ9qTFjg6Q&s
99,number,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-3ocZtiYzia7ahdiooxmIpjI2HJQnhFAwOJPK2LReULK7pk-CMTZxh0ZDiA&s
100,oatmeal,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTBEElKjDaOh3XWGFxI-caTilSuxoFLSqpFnX01DIp7OAQehZL0nYXmLNr-&s
101,ocean,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiSUbqXo3v6UntMdcIHk_bqpDNXAjOLHzDhY5zMTSMtSouNaLiLBoIYGBJ_A&s
102,office,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSF9ZtdkoPilcXxSG5_LTNLZWIw5dUSZ0n8fg8YDvBDpbwyp926KMrcF-Rupw&s
103,open,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSrNAChU3C0B4GXvFxylkw2q4eDoFSktY3M6Myz4nDE1gQ-9EfJJPGEOQ0e_Q&s
104,oval,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3f6MRQCCZ4oeLRcL2pLZwFDCBOSISPqnIsRusiuf2ClyLMVw0yxYj5mw9wEo&s
105,pants,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnQr8ANUTBP_bIpX-zASh_d9NHLsShNFQkh-XokaDt2ki1R7PDIRfHrU8EJBE&s
106,paper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwLbAtIbnSQuxTlsuBduosMTMvOOXPNU-BzaDYFMT8SYHGFJfxZzFu2Snzmw&s
107,park,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcBXig0DZQ6o8DlryV7Wd9ZHeG2x3TogkUaWacdlckDcij0gGGJykPtznd3Ws&s
108,patient,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRW4wLLA-W7v1H0zsxKooCrSFryhlnRqeLKU7sWcvxjgoOsNha4mc3YQhbVkg&s
109,pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMsCnNSSQe_P_rdCj6UOW4g7vTvYSz8q7amZnqq-olLnH2T5qhOVjky7nokCs&s
110,playground,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7wMwGcO_UaaYvsKK3qpJ6mR2iwWmGVM_sxlpQWSgvg7hfafY8WfvcfPgnpA&s
111,polite,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZ1lC_GkI79wWoLzTENWDLsntRQRp90W6M1VN7_p49HmTx9-Kb4nrVEUUdv1k&s
112,pond,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQSoT4iCAMwN5r-ejYUvFK4qFly2xMqSzBHZKHpdbwVdC9-Ugp50jjKUYR6Xc&s
113,pony,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNmJKh8uC7bbFSat5xDoen30Hn2gVqWq8dK5Ikx7BVOmQqA_vyMyVlfMDZP4I&s
114,proud,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSov5AvZp1mhrhjUZDbWbkt94N13_pQn-lxRm6bj_-jEtLorbOl2ytM_uSgt_k&s
115,quart,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSa2am_sLVFW-SYHQ_RL7guBLa6tezFPiKfLp6cM0tBGlUOicE1Zuhns1B6QQ&s
116,quibble,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQoSvwuxWbheAXNe0kougVGVvcgrqIPyNOVh1QqCRxzxq4YcdW8nTnhxnuSfxg&s
117,quick,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5uVMO5hYszid6bF2DjBFdYZhnYpjgqY7gZN5UQs3QM25XyX9NtQ_646ZGyA&s
118,quiet,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyPLPIJjVy_yDz7DmnPkY8j2DsrKwjXDFbL-qOjXnzgveWS5_zdJkgvxEjSw&s
119,quizzes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpzP94DF71Zo3z7i16GdxS8Uzn-a8ukcQHeg6iOGJb5aVeuiZqejG4rDOV0w&s
120,rabbit,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkzSatGK0lLEdI-9Xnc_gNA_DlmnvqBnAdmiRQ58SmS-7oLZ5QgDWMvg0baA&s
121,railroad,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR57kh7galuouaGOW1GJit7o4d_6RWvnaWO_xoRjuOyvlY-1enajxehrnlu0w&s
122,raisin,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSm19CG1NDeXZkNe-fmbvsi_EVnE2Wv12Y3ijygvTGBIYSxiFTp7IiM0Wz7-w&s
123,rectangle,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7V0gzjNJy9F8X3dm926rLHSAqOMi537w52QF4A7InoC_qeAxX6bSNNw2TLMo&s
124,round,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHu5jEFmL13DJPDm6fjqr31k8nlktpyyJHrWLXH6QqtOP-R7Nu_KNZ3Ixx3Q&s
125,route,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFqmCEd3_3idtx6QWA2tsAxD12rGk4Eew8wadFYLYDkVBxqht0PQNUwr_Oi9Q&s
126,sandwich,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ66CMBrAKGfM5jCm9uMXHICtOJxveRKsbq5-178U2t7zL005O3CW7HympQcP0&s
127,shirt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRP5ARWjJcfs1geBgFMYt3bztZ8LdiGcd1eJZunv_Bpx31bHiWrP7KxdeHHuw&s
128,shoes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2ZtfN5wsFAUIXI9xOOVjsUfgFwKmblhrxKYlihVyo19WooS2v-rpHSd82QFs&s
129,sister,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5ZzilO63YyeQxN3RWV_ZHgKdDy0w-oYo79zGrSLlmNiaMfqbMonSDwCfhQw&s
130,skirt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRI0c8CN2Tj4KPxiQA1eg6_t16BfQ4NXRz3AA0aeP9eYk_jmmJwrEvAv8ZYU3c&s
131,sleepy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRafKa2SlohS69qLvge2A2RYhLeiVP1ruln1o0lTjrlv_3bozSDhjPKbQ3nJjE&s
132,snowy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-v1Nzs7Stj5JH5ppoEkOFrTOCp25jEQAgHJpjpEpMlUiN2BOwf2alLPgi1A&s
133,socks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCFkvv1LrGDWmsX5asAqNAFJbDV1A6qZAI5D6zOhzbc0r2Nvl4gDGFEvBi28Y&s
134,sparkly,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQineQ2iCgzg1kU7ZDf54vODfpeb1bwcoHyLRxoL2ieBKi2V0S5_0CY_JIZdg&s
135,spider,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTadfWG05kNO52_VCmU1EK6P8pnpR4RF7-mxFgWGja2F1x83Yz1LwhPR5m9dA&s
136,spring,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRjbQDN4Lz9J3YaHo-I7oO8uCYaNBYamm7Mnz9bgOJ0Yr1fmyqDzJv1CTDyg&s
137,square,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSI-xZ_wLl8ri3t4IDQOSR3b8peZFH8tUcObL-3zTnw-_2WozZ2g8LcLls_nQ8&s
138,stormy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSnIILvV-EkNgnb9KMWwi7NDdHhrlggKQq0hpfKxY-X6HLQ_D1OfeNzU0idBQ&s
139,summer,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTyaXeFsdkEKWFxBju627JjrVLyxlZfA0DFdAgJZCf-q3scitZB4DLbnH1LKg&s
140,sunny,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcReEzHpijbVxxSm3l8XUnlZWiVM7upqxOrmT88WpxgdI4JtZmKIe7qiH_NXubI&s
141,teacher,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQl0wbJ4kxYzdL6l4BfFD0zqLKXqcUzK2pK0d_mlepWaxrWTXVZQVL408679g&s
